cik,cash,cash_period_end,opcf,opcf_period_end,cash_tag,opcf_tag,asof_utc
109657,2528000.0,2025-09-30 00:00:00,-8893000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:27.943757+00:00
314203,51249000.0,2025-09-30 00:00:00,3761000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:28.598697+00:00
318306,82884000.0,2025-09-30 00:00:00,-58373000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:29.088443+00:00
318833,14812000.0,2025-09-30 00:00:00,-28122000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:29.568286+00:00
319458,172000.0,2024-09-30 00:00:00,2470000.0,2024-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:30.189326+00:00
320017,18998000.0,2025-09-30 00:00:00,-12700000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:30.891647+00:00
356037,26308000.0,2025-06-30 00:00:00,370000.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:31.544437+00:00
709283,14670000.0,2025-09-30 00:00:00,-32489000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:32.089069+00:00
716643,16560000.0,2025-09-30 00:00:00,2283000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:32.641146+00:00
720875,761748.0,2025-09-30 00:00:00,-93317.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:33.087890+00:00
721693,138813673.0,2022-12-31 00:00:00,64443002.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:33.637255+00:00
725363,5135070.0,2023-06-30 00:00:00,-12449214.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:34.226172+00:00
728387,26762000.0,2025-09-30 00:00:00,-57827000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:35.082649+00:00
732026,12262000.0,2025-09-30 00:00:00,933000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:35.608083+00:00
736012,2527000.0,2025-09-30 00:00:00,-6228000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:36.050913+00:00
744452,4727677.0,2025-06-30 00:00:00,-6511109.0,2025-03-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:36.542472+00:00
748592,4315000.0,2025-06-30 00:00:00,-5869000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:37.051095+00:00
749647,5250929.0,2025-09-30 00:00:00,-10239523.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:37.608846+00:00
771999,7019000.0,2025-09-30 00:00:00,-7576000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:38.404746+00:00
788611,1837654.0,2025-08-31 00:00:00,-470283.0,2025-08-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:39.010683+00:00
793628,,,,,,,2026-01-05T21:13:39.789454+00:00
803578,244137.0,2024-06-30 00:00:00,-6389000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:40.304900+00:00
810332,38734000.0,2025-09-30 00:00:00,-34612000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:40.715986+00:00
812796,22875679.0,2022-03-31 00:00:00,-7521449.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:41.182093+00:00
827876,42966000.0,2025-09-30 00:00:00,-461032000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:41.647196+00:00
829323,2000000.0,2024-03-31 00:00:00,-1807308.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:42.256341+00:00
832489,5008997.0,2025-09-30 00:00:00,-16512193.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:42.678143+00:00
840715,101000.0,2025-09-30 00:00:00,-2568000.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:49.371012+00:00
863894,15010154.0,2025-06-30 00:00:00,-24551752.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:49.833957+00:00
868278,405000.0,2025-09-30 00:00:00,-7114000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:50.644076+00:00
872912,41813000.0,2025-09-30 00:00:00,14268000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:51.176328+00:00
873860,172800000.0,2025-09-30 00:00:00,-517400000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:52.035858+00:00
875355,14954000.0,2023-09-30 00:00:00,-9927000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:53.030698+00:00
882291,5853493.0,2025-09-30 00:00:00,-3373654.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:53.495844+00:00
882508,22748000.0,2021-01-03 00:00:00,-1367000.0,2025-09-28 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:54.019795+00:00
885462,11237493.0,2024-09-30 00:00:00,4574613.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:54.608183+00:00
886128,174662000.0,2025-07-31 00:00:00,-102427000.0,2025-07-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:55.483476+00:00
888721,,,,,,,2026-01-05T21:13:56.028064+00:00
890394,3344000.0,2024-12-31 00:00:00,-4555000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:56.515056+00:00
890821,2840097.0,2020-09-30 00:00:00,-6356680.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:57.025453+00:00
894158,7528000.0,2025-09-30 00:00:00,-13787000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:57.504703+00:00
896493,24843000.0,2025-09-30 00:00:00,-24808000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:58.277829+00:00
897448,122802000.0,2025-09-30 00:00:00,-8550000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:59.292023+00:00
906709,41032000.0,2025-09-30 00:00:00,-143552000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:13:59.974702+00:00
907654,91253000.0,2025-09-30 00:00:00,-65616000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:00.384588+00:00
908311,17320000.0,2025-09-30 00:00:00,2471000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:01.024811+00:00
911216,1273083.0,2025-09-30 00:00:00,-1619382.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:01.442826+00:00
921299,117975000.0,2025-09-30 00:00:00,13554000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:02.027226+00:00
923601,621000.0,2024-09-30 00:00:00,-5436000.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:02.671384+00:00
924168,897000.0,2025-09-30 00:00:00,-55000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:03.175369+00:00
925741,5287000.0,2025-09-30 00:00:00,-4939000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:03.688020+00:00
926423,7832000.0,2025-07-31 00:00:00,2909000.0,2025-07-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:04.290162+00:00
928054,4603000.0,2025-09-30 00:00:00,957000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:04.883858+00:00
928658,2686000.0,2025-09-30 00:00:00,88101000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:05.561441+00:00
931148,120726000.0,2024-06-30 00:00:00,-60722000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:06.258185+00:00
933972,10651644.0,2024-12-31 00:00:00,-10205171.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:06.760648+00:00
946486,204000.0,2025-09-30 00:00:00,-11436000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:07.183195+00:00
946644,2347000.0,2025-09-30 00:00:00,-8971000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:07.662652+00:00
948708,1394000.0,2025-09-30 00:00:00,-5007000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:08.318822+00:00
949858,31930000.0,2025-09-30 00:00:00,-31488000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:08.752460+00:00
1001171,15794000.0,2025-03-31 00:00:00,-4348000.0,2025-03-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:09.313261+00:00
1001907,28346000.0,2022-03-31 00:00:00,-3936000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:09.785794+00:00
1006281,13647000.0,2025-09-30 00:00:00,-14023000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:10.227963+00:00
1006837,35500000.0,2025-09-30 00:00:00,45500000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:11.067077+00:00
1009829,25887000.0,2025-09-30 00:00:00,-24753000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:11.776381+00:00
1009891,186000.0,2024-09-30 00:00:00,-754000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:12.446397+00:00
1011509,2501000.0,2025-06-30 00:00:00,-2422000.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:12.939314+00:00
1014763,1128217.0,2025-09-30 00:00:00,-3759679.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:13.490283+00:00
1015155,1257099.0,2025-03-31 00:00:00,-5227433.0,2025-03-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:13.994613+00:00
1019034,2039853.0,2025-09-30 00:00:00,-2838088.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:14.420172+00:00
1019671,13790000.0,2023-04-30 00:00:00,579000.0,2023-04-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:15.111577+00:00
1022652,14559000.0,2025-09-30 00:00:00,-4763000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:15.665857+00:00
1022899,191674.0,2021-03-31 00:00:00,-2562666.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:16.116198+00:00
1023994,3021757.0,2025-09-30 00:00:00,-4618283.0,2024-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:16.550289+00:00
1030192,5295457.0,2024-03-31 00:00:00,8355889.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:17.056142+00:00
1030471,43913000.0,2024-12-31 00:00:00,-4457000.0,2024-12-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:17.435282+00:00
1034760,12128422.0,2025-09-30 00:00:00,5880186.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:18.144105+00:00
1034842,48534000.0,2025-09-30 00:00:00,53675000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:18.883615+00:00
1040161,14611000.0,2025-09-30 00:00:00,-14128000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:19.664144+00:00
1041024,13610000.0,2025-09-30 00:00:00,-2950000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:20.335133+00:00
1042187,387000.0,2025-09-30 00:00:00,2300000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:21.018532+00:00
1043000,16961000.0,2025-09-30 00:00:00,24764000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:21.584725+00:00
1043961,2305000.0,2025-09-30 00:00:00,319000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:22.269347+00:00
1051514,7076000.0,2025-09-30 00:00:00,-2555000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:22.927902+00:00
1053691,9437400.0,2025-09-30 00:00:00,-16874264.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:23.459637+00:00
1054102,2100000.0,2025-11-07 00:00:00,3693000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:23.986633+00:00
1055726,36567420.0,2025-09-30 00:00:00,-69258881.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:24.517805+00:00
1061027,13127000.0,2024-09-30 00:00:00,-24769000.0,2024-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:25.124160+00:00
1066923,6519391.0,2024-09-30 00:00:00,2690000.0,2022-12-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:25.759492+00:00
1074828,172503.0,2025-06-30 00:00:00,-4488875.0,2025-06-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:26.374733+00:00
1075880,,,,,,,2026-01-05T21:14:26.713003+00:00
1080657,6101402.0,2018-03-31 00:00:00,-380224.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:27.195524+00:00
1082324,17129000.0,2025-09-30 00:00:00,-9836000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:27.701833+00:00
1083220,1494000.0,2025-09-30 00:00:00,-5196000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:28.349025+00:00
1084267,1159933.0,2024-12-31 00:00:00,-4127980.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:28.832949+00:00
1086745,7260657.0,2025-09-30 00:00:00,1200000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:29.511594+00:00
1094038,17589978.0,2025-09-30 00:00:00,-10113975.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:30.074348+00:00
1094324,,,,,,,2026-01-05T21:14:30.545153+00:00
1095435,7520000.0,2018-03-31 00:00:00,-1073000.0,2018-03-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:30.856449+00:00
1095981,13289000.0,2025-09-30 00:00:00,-14518000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:31.351007+00:00
1096275,3761690.0,2025-09-30 00:00:00,-11190182.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:31.782623+00:00
1098972,3458000.0,2025-09-30 00:00:00,-60577000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:32.310097+00:00
1099160,14336639.0,2025-09-30 00:00:00,-5312411.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:32.869756+00:00
1100397,4882000.0,2023-12-31 00:00:00,-29485000.0,2023-12-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:33.368207+00:00
1101026,1799263.0,2022-12-31 00:00:00,-2173204.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:33.750765+00:00
1102993,106661000.0,2025-09-30 00:00:00,-20781000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:34.300782+00:00
1104485,31648000.0,2025-09-30 00:00:00,1192658000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:34.791154+00:00
1106644,267625.0,2025-09-30 00:00:00,-3729.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:35.285265+00:00
1107421,1938000.0,2025-09-30 00:00:00,-2317000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:35.788831+00:00
1108205,9051000.0,2025-09-30 00:00:00,-20830000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:36.322791+00:00
1117057,227492.0,2024-09-30 00:00:00,-1329176.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:37.335439+00:00
1120970,31712352.0,2025-09-30 00:00:00,-18486753.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:37.968068+00:00
1124105,40402000.0,2025-09-30 00:00:00,6635000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:38.613817+00:00
1130166,3838000.0,2025-09-30 00:00:00,-4737000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:39.372435+00:00
1130598,20559000.0,2023-12-31 00:00:00,-15427000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:39.899753+00:00
1131343,,,,,,,2026-01-05T21:14:40.244669+00:00
1131554,34827000.0,2025-09-30 00:00:00,41936000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:40.792525+00:00
1133818,0.0,2025-06-30 00:00:00,-1596000.0,2025-06-30 00:00:00,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:41.376139+00:00
1137883,5000.0,2025-09-30 00:00:00,-1102000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:41.803065+00:00
1138978,844584.0,2024-08-31 00:00:00,-5069840.0,2024-08-31 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:42.482592+00:00
1140215,188000.0,2018-09-30 00:00:00,-13230000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:42.991960+00:00
1141284,1454000.0,2025-09-30 00:00:00,-5637000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:44.578096+00:00
1158172,26705000.0,2025-09-30 00:00:00,19489000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:45.984583+00:00
1158780,4259000.0,2025-09-30 00:00:00,-5428000.0,2025-09-30 00:00:00,CashAndCashEquivalentsAtCarryingValue,NetCashProvidedByUsedInOperatingActivities,2026-01-05T21:14:46.696175+00:00
